reference_scene,secondary_scene,reference_date,secondary_date,temporal_baseline_days,orbit_direction,relative_orbit,pair_key,selection_status
S1A_IW_SLC__1SDV_20250824T000427_20250824T000454_060670_078C7D_577D,S1A_IW_SLC__1SDV_20250917T000427_20250917T000454_061020_079A6F_8A11,2025-08-24,2025-09-17,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250824T000427_20250824T000454_060670_078C7D_577D__S1A_IW_SLC__1SDV_20250917T000427_20250917T000454_061020_079A6F_8A11,CANDIDATE
S1A_IW_SLC__1SDV_20250905T000427_20250905T000454_060845_07936C_92C3,S1A_IW_SLC__1SDV_20250917T000427_20250917T000454_061020_079A6F_8A11,2025-09-05,2025-09-17,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250905T000427_20250905T000454_060845_07936C_92C3__S1A_IW_SLC__1SDV_20250917T000427_20250917T000454_061020_079A6F_8A11,CANDIDATE
S1A_IW_SLC__1SDV_20250905T000427_20250905T000454_060845_07936C_92C3,S1A_IW_SLC__1SDV_20250929T000427_20250929T000454_061195_07A17C_55CF,2025-09-05,2025-09-29,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250905T000427_20250905T000454_060845_07936C_92C3__S1A_IW_SLC__1SDV_20250929T000427_20250929T000454_061195_07A17C_55CF,CANDIDATE
S1A_IW_SLC__1SDV_20250917T000427_20250917T000454_061020_079A6F_8A11,S1A_IW_SLC__1SDV_20250929T000427_20250929T000454_061195_07A17C_55CF,2025-09-17,2025-09-29,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250917T000427_20250917T000454_061020_079A6F_8A11__S1A_IW_SLC__1SDV_20250929T000427_20250929T000454_061195_07A17C_55CF,CANDIDATE
S1A_IW_SLC__1SDV_20250929T000427_20250929T000454_061195_07A17C_55CF,S1A_IW_SLC__1SDV_20251011T000428_20251011T000455_061370_07A889_C192,2025-09-29,2025-10-11,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20250929T000427_20250929T000454_061195_07A17C_55CF__S1A_IW_SLC__1SDV_20251011T000428_20251011T000455_061370_07A889_C192,CANDIDATE
S1A_IW_SLC__1SDV_20251011T000428_20251011T000455_061370_07A889_C192,S1A_IW_SLC__1SDV_20251023T000428_20251023T000455_061545_07AF94_EDE6,2025-10-11,2025-10-23,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20251011T000428_20251011T000455_061370_07A889_C192__S1A_IW_SLC__1SDV_20251023T000428_20251023T000455_061545_07AF94_EDE6,CANDIDATE
S1A_IW_SLC__1SDV_20251011T000428_20251011T000455_061370_07A889_C192,S1A_IW_SLC__1SDV_20251104T000427_20251104T000454_061720_07B682_6FB3,2025-10-11,2025-11-04,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20251011T000428_20251011T000455_061370_07A889_C192__S1A_IW_SLC__1SDV_20251104T000427_20251104T000454_061720_07B682_6FB3,CANDIDATE
S1A_IW_SLC__1SDV_20251023T000428_20251023T000455_061545_07AF94_EDE6,S1A_IW_SLC__1SDV_20251104T000427_20251104T000454_061720_07B682_6FB3,2025-10-23,2025-11-04,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20251023T000428_20251023T000455_061545_07AF94_EDE6__S1A_IW_SLC__1SDV_20251104T000427_20251104T000454_061720_07B682_6FB3,CANDIDATE
S1A_IW_SLC__1SDV_20251023T000428_20251023T000455_061545_07AF94_EDE6,S1A_IW_SLC__1SDV_20251116T000427_20251116T000454_061895_07BD4A_BB85,2025-10-23,2025-11-16,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20251023T000428_20251023T000455_061545_07AF94_EDE6__S1A_IW_SLC__1SDV_20251116T000427_20251116T000454_061895_07BD4A_BB85,CANDIDATE
S1A_IW_SLC__1SDV_20251104T000427_20251104T000454_061720_07B682_6FB3,S1A_IW_SLC__1SDV_20251116T000427_20251116T000454_061895_07BD4A_BB85,2025-11-04,2025-11-16,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20251104T000427_20251104T000454_061720_07B682_6FB3__S1A_IW_SLC__1SDV_20251116T000427_20251116T000454_061895_07BD4A_BB85,CANDIDATE
S1A_IW_SLC__1SDV_20251104T000427_20251104T000454_061720_07B682_6FB3,S1A_IW_SLC__1SDV_20251128T000426_20251128T000453_062070_07C422_5457,2025-11-04,2025-11-28,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20251104T000427_20251104T000454_061720_07B682_6FB3__S1A_IW_SLC__1SDV_20251128T000426_20251128T000453_062070_07C422_5457,CANDIDATE
S1A_IW_SLC__1SDV_20251116T000427_20251116T000454_061895_07BD4A_BB85,S1A_IW_SLC__1SDV_20251128T000426_20251128T000453_062070_07C422_5457,2025-11-16,2025-11-28,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20251116T000427_20251116T000454_061895_07BD4A_BB85__S1A_IW_SLC__1SDV_20251128T000426_20251128T000453_062070_07C422_5457,CANDIDATE
S1A_IW_SLC__1SDV_20251116T000427_20251116T000454_061895_07BD4A_BB85,S1A_IW_SLC__1SDV_20251210T000425_20251210T000452_062245_07CB00_5C61,2025-11-16,2025-12-10,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20251116T000427_20251116T000454_061895_07BD4A_BB85__S1A_IW_SLC__1SDV_20251210T000425_20251210T000452_062245_07CB00_5C61,CANDIDATE
S1A_IW_SLC__1SDV_20251128T000426_20251128T000453_062070_07C422_5457,S1A_IW_SLC__1SDV_20251210T000425_20251210T000452_062245_07CB00_5C61,2025-11-28,2025-12-10,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20251128T000426_20251128T000453_062070_07C422_5457__S1A_IW_SLC__1SDV_20251210T000425_20251210T000452_062245_07CB00_5C61,CANDIDATE
S1A_IW_SLC__1SDV_20251128T000426_20251128T000453_062070_07C422_5457,S1A_IW_SLC__1SDV_20251222T000423_20251222T000450_062420_07D1C5_3038,2025-11-28,2025-12-22,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20251128T000426_20251128T000453_062070_07C422_5457__S1A_IW_SLC__1SDV_20251222T000423_20251222T000450_062420_07D1C5_3038,CANDIDATE
S1A_IW_SLC__1SDV_20251210T000425_20251210T000452_062245_07CB00_5C61,S1A_IW_SLC__1SDV_20260103T000422_20260103T000449_062595_07D88A_717D,2025-12-10,2026-01-03,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20251210T000425_20251210T000452_062245_07CB00_5C61__S1A_IW_SLC__1SDV_20260103T000422_20260103T000449_062595_07D88A_717D,CANDIDATE
S1A_IW_SLC__1SDV_20251222T000423_20251222T000450_062420_07D1C5_3038,S1A_IW_SLC__1SDV_20260103T000422_20260103T000449_062595_07D88A_717D,2025-12-22,2026-01-03,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20251222T000423_20251222T000450_062420_07D1C5_3038__S1A_IW_SLC__1SDV_20260103T000422_20260103T000449_062595_07D88A_717D,CANDIDATE
S1A_IW_SLC__1SDV_20251222T000423_20251222T000450_062420_07D1C5_3038,S1A_IW_SLC__1SDV_20260115T000421_20260115T000448_062770_07DF47_DCA4,2025-12-22,2026-01-15,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20251222T000423_20251222T000450_062420_07D1C5_3038__S1A_IW_SLC__1SDV_20260115T000421_20260115T000448_062770_07DF47_DCA4,CANDIDATE
S1A_IW_SLC__1SDV_20260103T000422_20260103T000449_062595_07D88A_717D,S1A_IW_SLC__1SDV_20260115T000421_20260115T000448_062770_07DF47_DCA4,2026-01-03,2026-01-15,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260103T000422_20260103T000449_062595_07D88A_717D__S1A_IW_SLC__1SDV_20260115T000421_20260115T000448_062770_07DF47_DCA4,CANDIDATE
S1A_IW_SLC__1SDV_20260103T000422_20260103T000449_062595_07D88A_717D,S1A_IW_SLC__1SDV_20260127T000420_20260127T000447_062945_07E596_57B1,2026-01-03,2026-01-27,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260103T000422_20260103T000449_062595_07D88A_717D__S1A_IW_SLC__1SDV_20260127T000420_20260127T000447_062945_07E596_57B1,CANDIDATE
S1A_IW_SLC__1SDV_20260115T000421_20260115T000448_062770_07DF47_DCA4,S1A_IW_SLC__1SDV_20260127T000420_20260127T000447_062945_07E596_57B1,2026-01-15,2026-01-27,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260115T000421_20260115T000448_062770_07DF47_DCA4__S1A_IW_SLC__1SDV_20260127T000420_20260127T000447_062945_07E596_57B1,CANDIDATE
S1A_IW_SLC__1SDV_20260115T000421_20260115T000448_062770_07DF47_DCA4,S1A_IW_SLC__1SDV_20260208T000419_20260208T000446_063120_07EC2E_D334,2026-01-15,2026-02-08,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260115T000421_20260115T000448_062770_07DF47_DCA4__S1A_IW_SLC__1SDV_20260208T000419_20260208T000446_063120_07EC2E_D334,CANDIDATE
S1A_IW_SLC__1SDV_20260127T000420_20260127T000447_062945_07E596_57B1,S1A_IW_SLC__1SDV_20260208T000419_20260208T000446_063120_07EC2E_D334,2026-01-27,2026-02-08,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260127T000420_20260127T000447_062945_07E596_57B1__S1A_IW_SLC__1SDV_20260208T000419_20260208T000446_063120_07EC2E_D334,CANDIDATE
S1A_IW_SLC__1SDV_20260127T000420_20260127T000447_062945_07E596_57B1,S1A_IW_SLC__1SDV_20260220T000419_20260220T000446_063295_07F2BA_C569,2026-01-27,2026-02-20,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260127T000420_20260127T000447_062945_07E596_57B1__S1A_IW_SLC__1SDV_20260220T000419_20260220T000446_063295_07F2BA_C569,CANDIDATE
S1A_IW_SLC__1SDV_20260208T000419_20260208T000446_063120_07EC2E_D334,S1A_IW_SLC__1SDV_20260220T000419_20260220T000446_063295_07F2BA_C569,2026-02-08,2026-02-20,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260208T000419_20260208T000446_063120_07EC2E_D334__S1A_IW_SLC__1SDV_20260220T000419_20260220T000446_063295_07F2BA_C569,CANDIDATE
S1A_IW_SLC__1SDV_20260208T000419_20260208T000446_063120_07EC2E_D334,S1A_IW_SLC__1SDV_20260304T000419_20260304T000446_063470_07F969_1729,2026-02-08,2026-03-04,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260208T000419_20260208T000446_063120_07EC2E_D334__S1A_IW_SLC__1SDV_20260304T000419_20260304T000446_063470_07F969_1729,CANDIDATE
S1A_IW_SLC__1SDV_20260220T000419_20260220T000446_063295_07F2BA_C569,S1A_IW_SLC__1SDV_20260304T000419_20260304T000446_063470_07F969_1729,2026-02-20,2026-03-04,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260220T000419_20260220T000446_063295_07F2BA_C569__S1A_IW_SLC__1SDV_20260304T000419_20260304T000446_063470_07F969_1729,CANDIDATE
S1A_IW_SLC__1SDV_20260220T000419_20260220T000446_063295_07F2BA_C569,S1A_IW_SLC__1SDV_20260316T000419_20260316T000446_063645_080007_901B,2026-02-20,2026-03-16,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260220T000419_20260220T000446_063295_07F2BA_C569__S1A_IW_SLC__1SDV_20260316T000419_20260316T000446_063645_080007_901B,CANDIDATE
S1A_IW_SLC__1SDV_20260304T000419_20260304T000446_063470_07F969_1729,S1A_IW_SLC__1SDV_20260316T000419_20260316T000446_063645_080007_901B,2026-03-04,2026-03-16,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260304T000419_20260304T000446_063470_07F969_1729__S1A_IW_SLC__1SDV_20260316T000419_20260316T000446_063645_080007_901B,CANDIDATE
S1A_IW_SLC__1SDV_20260304T000419_20260304T000446_063470_07F969_1729,S1A_IW_SLC__1SDV_20260328T000419_20260328T000446_063820_080691_E7F0,2026-03-04,2026-03-28,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260304T000419_20260304T000446_063470_07F969_1729__S1A_IW_SLC__1SDV_20260328T000419_20260328T000446_063820_080691_E7F0,CANDIDATE
S1A_IW_SLC__1SDV_20260316T000419_20260316T000446_063645_080007_901B,S1A_IW_SLC__1SDV_20260328T000419_20260328T000446_063820_080691_E7F0,2026-03-16,2026-03-28,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260316T000419_20260316T000446_063645_080007_901B__S1A_IW_SLC__1SDV_20260328T000419_20260328T000446_063820_080691_E7F0,CANDIDATE
S1A_IW_SLC__1SDV_20260316T000419_20260316T000446_063645_080007_901B,S1A_IW_SLC__1SDV_20260409T000419_20260409T000446_063995_080D18_4485,2026-03-16,2026-04-09,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260316T000419_20260316T000446_063645_080007_901B__S1A_IW_SLC__1SDV_20260409T000419_20260409T000446_063995_080D18_4485,CANDIDATE
S1A_IW_SLC__1SDV_20260328T000419_20260328T000446_063820_080691_E7F0,S1A_IW_SLC__1SDV_20260409T000419_20260409T000446_063995_080D18_4485,2026-03-28,2026-04-09,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260328T000419_20260328T000446_063820_080691_E7F0__S1A_IW_SLC__1SDV_20260409T000419_20260409T000446_063995_080D18_4485,CANDIDATE
S1A_IW_SLC__1SDV_20260328T000419_20260328T000446_063820_080691_E7F0,S1A_IW_SLC__1SDV_20260421T000419_20260421T000446_064170_0813A6_5C41,2026-03-28,2026-04-21,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260328T000419_20260328T000446_063820_080691_E7F0__S1A_IW_SLC__1SDV_20260421T000419_20260421T000446_064170_0813A6_5C41,CANDIDATE
S1A_IW_SLC__1SDV_20260409T000419_20260409T000446_063995_080D18_4485,S1A_IW_SLC__1SDV_20260421T000419_20260421T000446_064170_0813A6_5C41,2026-04-09,2026-04-21,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260409T000419_20260409T000446_063995_080D18_4485__S1A_IW_SLC__1SDV_20260421T000419_20260421T000446_064170_0813A6_5C41,CANDIDATE
S1A_IW_SLC__1SDV_20260409T000419_20260409T000446_063995_080D18_4485,S1A_IW_SLC__1SDV_20260503T000419_20260503T000446_064345_081A1F_8865,2026-04-09,2026-05-03,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260409T000419_20260409T000446_063995_080D18_4485__S1A_IW_SLC__1SDV_20260503T000419_20260503T000446_064345_081A1F_8865,CANDIDATE
S1A_IW_SLC__1SDV_20260421T000419_20260421T000446_064170_0813A6_5C41,S1A_IW_SLC__1SDV_20260503T000419_20260503T000446_064345_081A1F_8865,2026-04-21,2026-05-03,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260421T000419_20260421T000446_064170_0813A6_5C41__S1A_IW_SLC__1SDV_20260503T000419_20260503T000446_064345_081A1F_8865,CANDIDATE
S1A_IW_SLC__1SDV_20260421T000419_20260421T000446_064170_0813A6_5C41,S1A_IW_SLC__1SDV_20260515T000418_20260515T000445_064520_082060_0C8E,2026-04-21,2026-05-15,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260421T000419_20260421T000446_064170_0813A6_5C41__S1A_IW_SLC__1SDV_20260515T000418_20260515T000445_064520_082060_0C8E,CANDIDATE
S1A_IW_SLC__1SDV_20260503T000419_20260503T000446_064345_081A1F_8865,S1A_IW_SLC__1SDV_20260515T000418_20260515T000445_064520_082060_0C8E,2026-05-03,2026-05-15,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260503T000419_20260503T000446_064345_081A1F_8865__S1A_IW_SLC__1SDV_20260515T000418_20260515T000445_064520_082060_0C8E,CANDIDATE
S1A_IW_SLC__1SDV_20260503T000419_20260503T000446_064345_081A1F_8865,S1A_IW_SLC__1SDV_20260527T000418_20260527T000445_064695_08267C_84B2,2026-05-03,2026-05-27,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260503T000419_20260503T000446_064345_081A1F_8865__S1A_IW_SLC__1SDV_20260527T000418_20260527T000445_064695_08267C_84B2,CANDIDATE
S1A_IW_SLC__1SDV_20260515T000418_20260515T000445_064520_082060_0C8E,S1A_IW_SLC__1SDV_20260527T000418_20260527T000445_064695_08267C_84B2,2026-05-15,2026-05-27,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260515T000418_20260515T000445_064520_082060_0C8E__S1A_IW_SLC__1SDV_20260527T000418_20260527T000445_064695_08267C_84B2,CANDIDATE
S1A_IW_SLC__1SDV_20260515T000418_20260515T000445_064520_082060_0C8E,S1A_IW_SLC__1SDV_20260608T000417_20260608T000444_064870_082CA0_7FF3,2026-05-15,2026-06-08,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260515T000418_20260515T000445_064520_082060_0C8E__S1A_IW_SLC__1SDV_20260608T000417_20260608T000444_064870_082CA0_7FF3,CANDIDATE
S1A_IW_SLC__1SDV_20260527T000418_20260527T000445_064695_08267C_84B2,S1A_IW_SLC__1SDV_20260608T000417_20260608T000444_064870_082CA0_7FF3,2026-05-27,2026-06-08,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260527T000418_20260527T000445_064695_08267C_84B2__S1A_IW_SLC__1SDV_20260608T000417_20260608T000444_064870_082CA0_7FF3,CANDIDATE
S1A_IW_SLC__1SDV_20260527T000418_20260527T000445_064695_08267C_84B2,S1A_IW_SLC__1SDV_20260620T000417_20260620T000444_065045_0832C4_489E,2026-05-27,2026-06-20,24.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260527T000418_20260527T000445_064695_08267C_84B2__S1A_IW_SLC__1SDV_20260620T000417_20260620T000444_065045_0832C4_489E,CANDIDATE
S1A_IW_SLC__1SDV_20260608T000417_20260608T000444_064870_082CA0_7FF3,S1A_IW_SLC__1SDV_20260620T000417_20260620T000444_065045_0832C4_489E,2026-06-08,2026-06-20,12.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260608T000417_20260608T000444_064870_082CA0_7FF3__S1A_IW_SLC__1SDV_20260620T000417_20260620T000444_065045_0832C4_489E,CANDIDATE
S1A_IW_SLC__1SDV_20260608T000417_20260608T000444_064870_082CA0_7FF3,S1D_IW_SLC__1SDV_20260627T000336_20260627T000403_003414_006042_C43A,2026-06-08,2026-06-27,19.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260608T000417_20260608T000444_064870_082CA0_7FF3__S1D_IW_SLC__1SDV_20260627T000336_20260627T000403_003414_006042_C43A,CANDIDATE
S1A_IW_SLC__1SDV_20260620T000417_20260620T000444_065045_0832C4_489E,S1D_IW_SLC__1SDV_20260627T000336_20260627T000403_003414_006042_C43A,2026-06-20,2026-06-27,7.0,DESCENDING,48,S1A_IW_SLC__1SDV_20260620T000417_20260620T000444_065045_0832C4_489E__S1D_IW_SLC__1SDV_20260627T000336_20260627T000403_003414_006042_C43A,CANDIDATE
S1D_IW_SLC__1SDV_20260802T000335_20260802T000403_003939_00722D_4C76,S1D_IW_SLC__1SDV_20260814T000336_20260814T000403_004114_00783F_64A3,2026-08-02,2026-08-14,12.0,DESCENDING,48,S1D_IW_SLC__1SDV_20260802T000335_20260802T000403_003939_00722D_4C76__S1D_IW_SLC__1SDV_20260814T000336_20260814T000403_004114_00783F_64A3,CANDIDATE
S1D_IW_SLC__1SDV_20260814T000336_20260814T000403_004114_00783F_64A3,S1D_IW_SLC__1SDV_20260907T000336_20260907T000404_004464_008479_BF42,2026-08-14,2026-09-07,24.0,DESCENDING,48,S1D_IW_SLC__1SDV_20260814T000336_20260814T000403_004114_00783F_64A3__S1D_IW_SLC__1SDV_20260907T000336_20260907T000404_004464_008479_BF42,CANDIDATE
